,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Capacity,population,income,latinos,blacks,white,asian,other,No.,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
181,BRIGHTON PARK,Computers.,face_to_face,3,112.0,70.33333333333333,41.81507873333334,37.333333333333336,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.0024687004055722094
182,BRIGHTON PARK,Customer/Human Service,face_to_face,6,0.0,6.5,41.805305483333335,0.0,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.0
183,BRIGHTON PARK,Healthcare,face_to_face,18,1813.0,24.72222222222222,41.81192355888888,100.72222222222223,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.039962087815200144
184,BRIGHTON PARK,Managing Money.,face_to_face,9,6226.0,54.666666666666664,41.814820181111116,691.7777777777778,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.13723329218832658
185,BRIGHTON PARK,Music & Art.,face_to_face,105,20092.0,41.8,41.817899683904734,191.35238095238094,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.44286721918532884
186,BRIGHTON PARK,Reading & Writing.,face_to_face,157,8693735.0,26.78343949044586,41.815953367197444,55374.108280254775,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,191.62702786104742
187,BRIGHTON PARK,Reading & Writing.,online,2,18.0,50.5,,9.0,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.0003967554223241051
188,BRIGHTON PARK,Science ,face_to_face,7,184994.0,27.571428571428573,41.814614975714285,26427.714285714286,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,4.077631810968083
189,BRIGHTON PARK,Science ,online,1,1813.0,99.0,,1813.0,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.039962087815200144
190,BRIGHTON PARK,Social Studies ,face_to_face,1,99.0,99.0,41.81510162,99.0,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.002182154822782578
191,BRIGHTON PARK,Sports + Wellness.,face_to_face,46,1668.0,14.478260869565217,41.819299619565186,36.26086956521739,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.036766002468700404
192,BRIGHTON PARK,Sports + Wellness.,online,3,42.0,40.0,41.81925583,14.0,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.0009257626520895785
193,BRIGHTON PARK,Work + Career ,face_to_face,2,85.0,21.5,41.812183385,42.5,45368,39289,0.853,0.012,0.081,0.05,0.004,58,9.20%,18.80%,10.70%,34.00%,37.50%,"$18,313 ",65.5,0.0018735672720860519
194,BURNSIDE,Music & Art.,face_to_face,1,100.0,99.0,41.72407532,100.0,2916,32553,0.007,0.977,0.007,0,0.01,47,1.80%,19.80%,15.90%,14.20%,40.20%,"$26,587 ",49.1,0.03429355281207133
195,BURNSIDE,Performance.,face_to_face,1,100.0,99.0,41.72409821,100.0,2916,32553,0.007,0.977,0.007,0,0.01,47,1.80%,19.80%,15.90%,14.20%,40.20%,"$26,587 ",49.1,0.03429355281207133
196,Back of the Yards,Academic Support,face_to_face,72,2689.0,68.20833333333333,41.80764283041666,37.34722222222222,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.060594452081032965
197,Back of the Yards,Academic Support,online,1,10.0,6.0,41.86417007,10.0,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.00022534195641886562
198,Back of the Yards,Building & Fixing Things,face_to_face,15,994293.0,60.93333333333333,41.801841992666674,66286.2,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,22.405592987358315
199,Back of the Yards,Computers.,face_to_face,20,204444.0,82.85,41.822608757,10222.2,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,4.606981093809856
200,Back of the Yards,Customer/Human Service,face_to_face,1,21.0,21.0,41.68122482,21.0,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.00047321810847961783
201,Back of the Yards,Digital Media.,face_to_face,1,0.0,24.0,41.80139923,0.0,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.0
202,Back of the Yards,Food.,face_to_face,1,0.0,18.0,41.80799866,0.0,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.0
203,Back of the Yards,Healthcare,face_to_face,53,65.0,21.566037735849058,41.807373337169835,1.2264150943396226,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.0014647227167226267
204,Back of the Yards,Helping Your Community.,face_to_face,14,276.0,40.07142857142857,41.79155027,19.714285714285715,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.006219437997160691
205,Back of the Yards,Managing Money.,face_to_face,14,887.0,88.07142857142857,41.78799465642857,63.357142857142854,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.019987831534353382
206,Back of the Yards,Music & Art.,face_to_face,507,1700150.0,40.26627218934911,41.806106833077045,3353.353057199211,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,38.31151272055344
207,Back of the Yards,Music & Art.,online,6,98.0,41.166666666666664,41.818354032,16.333333333333332,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.002208351172904883
208,Back of the Yards,Nature.,face_to_face,34,269.0,89.47058823529412,41.80632692235294,7.911764705882353,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.006061698627667486
209,Back of the Yards,Performance.,face_to_face,3,400.0,99.0,41.804833730000006,133.33333333333334,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.009013678256754625
210,Back of the Yards,Reading & Writing.,face_to_face,140,7302.0,32.25714285714286,41.81225166385722,52.15714285714286,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.16454469657705567
211,Back of the Yards,Reading & Writing.,online,1,1813.0,99.0,,1813.0,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.04085449669874034
212,Back of the Yards,Science ,face_to_face,61,223.0,20.24590163934426,41.81090201967215,3.6557377049180326,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.005025125628140704
213,Back of the Yards,Social Studies ,face_to_face,1,0.0,99.0,41.79479981,0.0,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.0
214,Back of the Yards,Sports + Wellness.,face_to_face,430,8106.0,38.269767441860466,41.807091557371976,18.851162790697675,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.18266218987313249
215,Back of the Yards,Sports + Wellness.,online,48,567.0,64.22916666666667,41.84641313187499,11.8125,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.012776888928949681
216,Back of the Yards,Work + Career ,face_to_face,2,30.0,21.0,41.80211067,15.0,44377,32222,0.573,0.296,0.106,0.016,0.008,61,5.50%,28.70%,16.80%,30.60%,40.20%,"$18,040 ",67.0,0.0006760258692565968
217,Bronzeville/South Lakefront,Academic Support,face_to_face,327,10200.0,39.559633027522935,41.81272611733948,31.192660550458715,18238,32805,0.025,0.726,0.099,0.127,0.022,35,3.10%,31.90%,13.80%,11.10%,32.30%,"$28,547 ",48.3,0.5592718499835508
218,Bronzeville/South Lakefront,Academic Support,face_to_face,327,10200.0,39.559633027522935,41.81272611733948,31.192660550458715,18238,32805,0.025,0.726,0.099,0.127,0.022,36,1.00%,30.00%,19.90%,8.10%,41.70%,"$28,102 ",51.7,0.5592718499835508
219,Bronzeville/South Lakefront,Academic Support,face_to_face,327,10200.0,39.559633027522935,41.81272611733948,31.192660550458715,18238,32805,0.025,0.726,0.099,0.127,0.022,38,1.60%,26.90%,13.70%,12.10%,36.10%,"$29,808 ",46.4,0.5592718499835508
220,Bronzeville/South Lakefront,Academic Support,face_to_face,327,10200.0,39.559633027522935,41.81272611733948,31.192660550458715,5918,20800,0.015,0.941,0.021,0.006,0.018,35,3.10%,31.90%,13.80%,11.10%,32.30%,"$28,547 ",48.3,1.723555255153768
221,Bronzeville/South Lakefront,Academic Support,face_to_face,327,10200.0,39.559633027522935,41.81272611733948,31.192660550458715,5918,20800,0.015,0.941,0.021,0.006,0.018,36,1.00%,30.00%,19.90%,8.10%,41.70%,"$28,102 ",51.7,1.723555255153768
